

=== Predictions on test data ===

    inst#     actual  predicted error prediction
    31632        1:?     2:mRNA       1 
    31633        1:?     2:mRNA       1 
    31634        1:?   1:lncRNA       0.852 
    31635        1:?   1:lncRNA       0.852 
    31636        1:?   1:lncRNA       0.863 
    31637        1:?     2:mRNA       1 
    31638        1:?   1:lncRNA       0.852 
    31639        1:?   1:lncRNA       0.852 
    31640        1:?   1:lncRNA       0.852 
    31641        1:?   1:lncRNA       0.863 
    31642        1:?   1:lncRNA       0.852 
    31643        1:?   1:lncRNA       0.852 
    31644        1:?   1:lncRNA       0.697 
    31645        1:?   1:lncRNA       0.852 
    31646        1:?   1:lncRNA       0.852 
    31647        1:?   1:lncRNA       0.863 
    31648        1:?   1:lncRNA       0.852 
    31649        1:?   1:lncRNA       0.863 
    31650        1:?   1:lncRNA       0.863 
    31651        1:?   1:lncRNA       0.863 
    31652        1:?   1:lncRNA       0.863 
    31653        1:?   1:lncRNA       0.852 
    31654        1:?   1:lncRNA       0.852 
    31655        1:?   1:lncRNA       0.852 
    31656        1:?     2:mRNA       1 
    31657        1:?   1:lncRNA       0.863 
    31658        1:?   1:lncRNA       0.863 
    31659        1:?     2:mRNA       1 
    31660        1:?   1:lncRNA       0.863 
    31661        1:?   1:lncRNA       0.852 
    31662        1:?   1:lncRNA       0.863 
    31663        1:?   1:lncRNA       0.863 
    31664        1:?   1:lncRNA       0.782 
    31665        1:?   1:lncRNA       0.852 
    31666        1:?   1:lncRNA       0.863 
    31667        1:?   1:lncRNA       0.863 
    31668        1:?   1:lncRNA       0.863 
    31669        1:?     2:mRNA       1 
    31670        1:?   1:lncRNA       0.782 
    31671        1:?   1:lncRNA       0.863 
    31672        1:?   1:lncRNA       0.863 
    31673        1:?   1:lncRNA       0.863 
    31674        1:?   1:lncRNA       0.852 
    31675        1:?   1:lncRNA       0.852 
    31676        1:?   1:lncRNA       0.852 
    31677        1:?   1:lncRNA       0.782 
    31678        1:?   1:lncRNA       0.852 
    31679        1:?   1:lncRNA       0.852 
    31680        1:?   1:lncRNA       0.782 
    31681        1:?   1:lncRNA       0.852 
    31682        1:?     2:mRNA       1 
    31683        1:?   1:lncRNA       0.852 
    31684        1:?     2:mRNA       1 
    31685        1:?   1:lncRNA       0.782 
    31686        1:?   1:lncRNA       0.782 
    31687        1:?   1:lncRNA       0.782 
    31688        1:?   1:lncRNA       0.782 
    31689        1:?   1:lncRNA       0.782 
    31690        1:?   1:lncRNA       0.863 
    31691        1:?   1:lncRNA       0.852 
    31692        1:?   1:lncRNA       0.863 
    31693        1:?   1:lncRNA       0.863 
    31694        1:?   1:lncRNA       0.863 
    31695        1:?   1:lncRNA       0.863 
    31696        1:?   1:lncRNA       0.852 
    31697        1:?   1:lncRNA       0.852 
    31698        1:?   1:lncRNA       0.863 
    31699        1:?     2:mRNA       1 
    31700        1:?   1:lncRNA       0.863 
    31701        1:?     2:mRNA       1 
    31702        1:?   1:lncRNA       0.852 
    31703        1:?   1:lncRNA       0.852 
    31704        1:?     2:mRNA       1 
    31705        1:?   1:lncRNA       0.852 
    31706        1:?     2:mRNA       1 
    31707        1:?     2:mRNA       1 
    31708        1:?     2:mRNA       1 
    31709        1:?     2:mRNA       1 
    31710        1:?     2:mRNA       1 
    31711        1:?     2:mRNA       1 
    31712        1:?     2:mRNA       1 
    31713        1:?     2:mRNA       1 
    31714        1:?     2:mRNA       1 
    31715        1:?   1:lncRNA       0.852 
    31716        1:?     2:mRNA       1 
    31717        1:?     2:mRNA       1 
    31718        1:?     2:mRNA       1 
    31719        1:?     2:mRNA       1 
    31720        1:?   1:lncRNA       0.863 
    31721        1:?   1:lncRNA       0.863 
    31722        1:?   1:lncRNA       0.863 
    31723        1:?   1:lncRNA       0.782 
    31724        1:?   1:lncRNA       0.863 
    31725        1:?     2:mRNA       1 
    31726        1:?   1:lncRNA       0.763 
    31727        1:?   1:lncRNA       0.863 
    31728        1:?   1:lncRNA       0.863 
    31729        1:?   1:lncRNA       0.863 
    31730        1:?   1:lncRNA       0.863 
    31731        1:?   1:lncRNA       0.863 
    31732        1:?   1:lncRNA       0.852 
    31733        1:?   1:lncRNA       0.863 
    31734        1:?   1:lncRNA       0.863 
    31735        1:?   1:lncRNA       0.863 
    31736        1:?   1:lncRNA       0.863 
    31737        1:?   1:lncRNA       0.697 
    31738        1:?   1:lncRNA       0.697 
    31739        1:?   1:lncRNA       0.852 
    31740        1:?   1:lncRNA       0.76 
    31741        1:?   1:lncRNA       0.76 
    31742        1:?   1:lncRNA       0.852 
    31743        1:?   1:lncRNA       0.697 
    31744        1:?   1:lncRNA       0.852 
    31745        1:?   1:lncRNA       0.852 
    31746        1:?   1:lncRNA       0.852 
    31747        1:?   1:lncRNA       0.697 
    31748        1:?   1:lncRNA       0.825 
    31749        1:?   1:lncRNA       0.76 
    31750        1:?     2:mRNA       1 
    31751        1:?   1:lncRNA       0.852 
    31752        1:?   1:lncRNA       0.852 
    31753        1:?   1:lncRNA       0.852 
    31754        1:?   1:lncRNA       0.852 
    31755        1:?   1:lncRNA       0.852 
    31756        1:?   1:lncRNA       0.852 
    31757        1:?     2:mRNA       1 
    31758        1:?   1:lncRNA       0.852 
    31759        1:?   1:lncRNA       0.852 
    31760        1:?   1:lncRNA       0.825 
    31761        1:?   1:lncRNA       0.852 
    31762        1:?   1:lncRNA       0.852 
    31763        1:?   1:lncRNA       0.852 
    31764        1:?   1:lncRNA       0.852 
    31765        1:?   1:lncRNA       0.852 
    31766        1:?   1:lncRNA       0.863 
    31767        1:?   1:lncRNA       0.863 
    31768        1:?   1:lncRNA       0.852 
    31769        1:?   1:lncRNA       0.852 
    31770        1:?   1:lncRNA       0.852 
    31771        1:?   1:lncRNA       0.852 
    31772        1:?     2:mRNA       1 
    31773        1:?     2:mRNA       1 
    31774        1:?   1:lncRNA       0.852 
    31775        1:?   1:lncRNA       0.863 
    31776        1:?   1:lncRNA       0.863 
    31777        1:?   1:lncRNA       0.863 
    31778        1:?   1:lncRNA       0.863 
    31779        1:?   1:lncRNA       0.852 
    31780        1:?   1:lncRNA       0.852 
    31781        1:?   1:lncRNA       0.852 
    31782        1:?   1:lncRNA       0.863 
    31783        1:?   1:lncRNA       0.863 
    31784        1:?   1:lncRNA       0.863 
    31785        1:?     2:mRNA       1 
    31786        1:?   1:lncRNA       0.782 
    31787        1:?     2:mRNA       1 
    31788        1:?     2:mRNA       1 
    31789        1:?   1:lncRNA       0.852 
    31790        1:?     2:mRNA       1 
    31791        1:?   1:lncRNA       0.852 
    31792        1:?   1:lncRNA       0.863 
    31793        1:?   1:lncRNA       0.852 
    31794        1:?   1:lncRNA       0.852 
    31795        1:?   1:lncRNA       0.852 
    31796        1:?     2:mRNA       1 
    31797        1:?     2:mRNA       1 
    31798        1:?   1:lncRNA       0.863 
    31799        1:?   1:lncRNA       0.863 
    31800        1:?   1:lncRNA       0.782 
    31801        1:?   1:lncRNA       0.782 
    31802        1:?   1:lncRNA       0.863 
    31803        1:?   1:lncRNA       0.852 
    31804        1:?   1:lncRNA       0.863 
    31805        1:?   1:lncRNA       0.863 
    31806        1:?   1:lncRNA       0.863 
    31807        1:?   1:lncRNA       0.863 
    31808        1:?   1:lncRNA       0.863 
    31809        1:?   1:lncRNA       0.852 
    31810        1:?   1:lncRNA       0.863 
    31811        1:?   1:lncRNA       0.782 
    31812        1:?     2:mRNA       1 
    31813        1:?     2:mRNA       1 
    31814        1:?   1:lncRNA       0.929 
    31815        1:?   1:lncRNA       0.863 
    31816        1:?   1:lncRNA       0.863 
    31817        1:?     2:mRNA       1 
    31818        1:?   1:lncRNA       0.863 
    31819        1:?     2:mRNA       1 
    31820        1:?   1:lncRNA       0.852 
    31821        1:?   1:lncRNA       0.852 
    31822        1:?     2:mRNA       1 
    31823        1:?     2:mRNA       1 
    31824        1:?     2:mRNA       1 
    31825        1:?   1:lncRNA       0.852 
    31826        1:?     2:mRNA       1 
    31827        1:?     2:mRNA       1 
    31828        1:?   1:lncRNA       0.782 
    31829        1:?   1:lncRNA       0.863 
    31830        1:?   1:lncRNA       0.863 
    31831        1:?     2:mRNA       1 
    31832        1:?   1:lncRNA       0.782 
    31833        1:?   1:lncRNA       0.852 
    31834        1:?   1:lncRNA       0.863 
    31835        1:?     2:mRNA       1 
    31836        1:?   1:lncRNA       0.863 
    31837        1:?   1:lncRNA       0.852 
    31838        1:?   1:lncRNA       0.852 
    31839        1:?   1:lncRNA       0.863 
    31840        1:?   1:lncRNA       0.852 
    31841        1:?   1:lncRNA       0.852 
    31842        1:?   1:lncRNA       0.852 
    31843        1:?   1:lncRNA       0.863 
    31844        1:?     2:mRNA       1 
    31845        1:?     2:mRNA       1 
    31846        1:?     2:mRNA       1 
    31847        1:?     2:mRNA       1 
    31848        1:?     2:mRNA       1 
    31849        1:?     2:mRNA       1 
    31850        1:?     2:mRNA       1 
    31851        1:?     2:mRNA       1 
    31852        1:?   1:lncRNA       0.863 
    31853        1:?     2:mRNA       1 
    31854        1:?   1:lncRNA       0.863 
    31855        1:?   1:lncRNA       0.863 
    31856        1:?     2:mRNA       1 
    31857        1:?     2:mRNA       1 
    31858        1:?   1:lncRNA       0.863 
    31859        1:?   1:lncRNA       0.863 
    31860        1:?     2:mRNA       1 
    31861        1:?     2:mRNA       1 
    31862        1:?     2:mRNA       1 
    31863        1:?     2:mRNA       1 
    31864        1:?     2:mRNA       1 
    31865        1:?     2:mRNA       1 
    31866        1:?   1:lncRNA       0.782 
    31867        1:?   1:lncRNA       0.863 
    31868        1:?     2:mRNA       0.596 
    31869        1:?   1:lncRNA       0.782 
    31870        1:?   1:lncRNA       0.697 
    31871        1:?   1:lncRNA       0.697 
    31872        1:?   1:lncRNA       0.697 
    31873        1:?   1:lncRNA       0.697 
    31874        1:?   1:lncRNA       0.863 
    31875        1:?   1:lncRNA       0.852 
    31876        1:?     2:mRNA       1 
    31877        1:?   1:lncRNA       0.863 
    31878        1:?   1:lncRNA       0.852 
    31879        1:?   1:lncRNA       0.852 
    31880        1:?   1:lncRNA       0.852 
    31881        1:?   1:lncRNA       0.863 
    31882        1:?   1:lncRNA       0.782 
    31883        1:?   1:lncRNA       0.863 
    31884        1:?   1:lncRNA       0.852 
    31885        1:?   1:lncRNA       0.852 
    31886        1:?     2:mRNA       1 
    31887        1:?   1:lncRNA       0.863 
    31888        1:?   1:lncRNA       0.863 
    31889        1:?     2:mRNA       1 
    31890        1:?   1:lncRNA       0.863 
    31891        1:?   1:lncRNA       0.852 
    31892        1:?   1:lncRNA       0.852 
    31893        1:?   1:lncRNA       0.825 
    31894        1:?   1:lncRNA       0.763 
    31895        1:?   1:lncRNA       0.825 
    31896        1:?   1:lncRNA       0.825 
    31897        1:?   1:lncRNA       0.825 
    31898        1:?   1:lncRNA       0.76 
    31899        1:?   1:lncRNA       0.852 
    31900        1:?   1:lncRNA       0.763 
    31901        1:?   1:lncRNA       0.697 
    31902        1:?   1:lncRNA       0.852 
    31903        1:?   1:lncRNA       0.852 
    31904        1:?   1:lncRNA       0.863 
    31905        1:?   1:lncRNA       0.863 
    31906        1:?   1:lncRNA       0.852 
    31907        1:?   1:lncRNA       0.863 
    31908        1:?   1:lncRNA       0.852 
    31909        1:?     2:mRNA       0.596 
    31910        1:?   1:lncRNA       0.852 
    31911        1:?   1:lncRNA       0.852 
    31912        1:?   1:lncRNA       0.852 
    31913        1:?   1:lncRNA       0.852 
    31914        1:?     2:mRNA       0.596 
    31915        1:?     2:mRNA       1 
    31916        1:?   1:lncRNA       0.852 
    31917        1:?   1:lncRNA       0.852 
    31918        1:?   1:lncRNA       0.852 
    31919        1:?   1:lncRNA       0.863 
    31920        1:?   1:lncRNA       0.863 
    31921        1:?   1:lncRNA       0.852 
    31922        1:?   1:lncRNA       0.852 
    31923        1:?   1:lncRNA       0.852 
    31924        1:?   1:lncRNA       0.863 
    31925        1:?   1:lncRNA       0.863 
    31926        1:?   1:lncRNA       0.863 
    31927        1:?   1:lncRNA       0.863 
    31928        1:?   1:lncRNA       0.863 
    31929        1:?   1:lncRNA       0.852 
    31930        1:?   1:lncRNA       0.863 
    31931        1:?   1:lncRNA       0.863 
    31932        1:?   1:lncRNA       0.852 
    31933        1:?   1:lncRNA       0.852 
    31934        1:?     2:mRNA       1 
    31935        1:?     2:mRNA       1 
    31936        1:?     2:mRNA       1 
    31937        1:?     2:mRNA       1 
    31938        1:?     2:mRNA       1 
    31939        1:?     2:mRNA       1 
    31940        1:?     2:mRNA       1 
    31941        1:?     2:mRNA       1 
    31942        1:?     2:mRNA       1 
    31943        1:?     2:mRNA       1 
    31944        1:?     2:mRNA       1 
    31945        1:?     2:mRNA       1 
    31946        1:?     2:mRNA       1 
    31947        1:?     2:mRNA       1 
    31948        1:?     2:mRNA       1 
    31949        1:?     2:mRNA       1 
    31950        1:?     2:mRNA       1 
    31951        1:?     2:mRNA       1 
    31952        1:?     2:mRNA       1 
    31953        1:?     2:mRNA       1 
    31954        1:?   1:lncRNA       0.852 
    31955        1:?   1:lncRNA       0.852 
    31956        1:?     2:mRNA       1 
    31957        1:?   1:lncRNA       0.852 
    31958        1:?     2:mRNA       1 
    31959        1:?     2:mRNA       1 
    31960        1:?   1:lncRNA       0.863 
    31961        1:?     2:mRNA       1 
    31962        1:?     2:mRNA       1 
    31963        1:?     2:mRNA       1 
    31964        1:?     2:mRNA       1 
    31965        1:?     2:mRNA       1 
    31966        1:?     2:mRNA       1 
    31967        1:?     2:mRNA       1 
    31968        1:?   1:lncRNA       0.863 
    31969        1:?   1:lncRNA       0.863 
    31970        1:?   1:lncRNA       0.863 
    31971        1:?   1:lncRNA       0.852 
    31972        1:?     2:mRNA       1 
    31973        1:?   1:lncRNA       0.863 
    31974        1:?   1:lncRNA       0.782 
    31975        1:?   1:lncRNA       0.782 
    31976        1:?   1:lncRNA       0.863 
    31977        1:?     2:mRNA       1 
    31978        1:?   1:lncRNA       0.782 
    31979        1:?   1:lncRNA       0.863 
    31980        1:?     2:mRNA       1 
    31981        1:?   1:lncRNA       0.852 
    31982        1:?   1:lncRNA       0.863 
    31983        1:?   1:lncRNA       0.863 
    31984        1:?   1:lncRNA       0.863 
    31985        1:?   1:lncRNA       0.863 
    31986        1:?   1:lncRNA       0.782 
    31987        1:?   1:lncRNA       0.852 
    31988        1:?   1:lncRNA       0.852 
    31989        1:?   1:lncRNA       0.852 
    31990        1:?   1:lncRNA       0.825 
    31991        1:?   1:lncRNA       0.852 
    31992        1:?   1:lncRNA       0.863 
    31993        1:?     2:mRNA       1 
    31994        1:?   1:lncRNA       0.782 
    31995        1:?     2:mRNA       1 
    31996        1:?   1:lncRNA       0.852 
    31997        1:?     2:mRNA       0.596 
    31998        1:?     2:mRNA       0.596 
    31999        1:?   1:lncRNA       0.782 
    32000        1:?     2:mRNA       0.596 
    32001        1:?     2:mRNA       0.596 
    32002        1:?     2:mRNA       0.596 
    32003        1:?     2:mRNA       0.596 
    32004        1:?     2:mRNA       0.596 
    32005        1:?     2:mRNA       0.596 
    32006        1:?   1:lncRNA       0.782 
    32007        1:?     2:mRNA       0.596 
    32008        1:?     2:mRNA       0.596 
    32009        1:?     2:mRNA       0.596 
    32010        1:?     2:mRNA       0.596 
    32011        1:?     2:mRNA       0.596 
    32012        1:?     2:mRNA       0.596 
    32013        1:?     2:mRNA       0.596 
    32014        1:?   1:lncRNA       0.782 
    32015        1:?   1:lncRNA       0.782 
    32016        1:?     2:mRNA       0.596 
    32017        1:?   1:lncRNA       0.782 
    32018        1:?     2:mRNA       0.596 
    32019        1:?     2:mRNA       0.596 
    32020        1:?     2:mRNA       0.596 
    32021        1:?     2:mRNA       0.596 
    32022        1:?     2:mRNA       0.596 
    32023        1:?     2:mRNA       0.596 
    32024        1:?     2:mRNA       0.596 
    32025        1:?   1:lncRNA       0.782 
    32026        1:?     2:mRNA       0.596 
    32027        1:?     2:mRNA       0.596 
    32028        1:?     2:mRNA       0.596 
    32029        1:?   1:lncRNA       0.782 
    32030        1:?     2:mRNA       0.596 
    32031        1:?     2:mRNA       0.596 
    32032        1:?     2:mRNA       0.596 
    32033        1:?   1:lncRNA       0.782 
    32034        1:?     2:mRNA       0.596 
    32035        1:?   1:lncRNA       0.852 
    32036        1:?   1:lncRNA       0.863 
    32037        1:?   1:lncRNA       0.863 
    32038        1:?   1:lncRNA       0.863 
    32039        1:?   1:lncRNA       0.852 
    32040        1:?     2:mRNA       1 
    32041        1:?   1:lncRNA       0.782 
    32042        1:?   1:lncRNA       0.852 
    32043        1:?   1:lncRNA       0.782 
    32044        1:?   1:lncRNA       0.852 
    32045        1:?   1:lncRNA       0.863 
    32046        1:?   1:lncRNA       0.852 
    32047        1:?   1:lncRNA       0.782 
    32048        1:?     2:mRNA       1 
    32049        1:?     2:mRNA       1 
    32050        1:?   1:lncRNA       0.76 
    32051        1:?   1:lncRNA       0.825 
    32052        1:?   1:lncRNA       0.852 
    32053        1:?   1:lncRNA       0.852 
    32054        1:?   1:lncRNA       0.863 
    32055        1:?   1:lncRNA       0.782 
    32056        1:?   1:lncRNA       0.697 
    32057        1:?   1:lncRNA       0.852 
    32058        1:?   1:lncRNA       0.852 
    32059        1:?   1:lncRNA       0.852 
    32060        1:?   1:lncRNA       0.863 
    32061        1:?     2:mRNA       1 
    32062        1:?     2:mRNA       1 
    32063        1:?   1:lncRNA       0.782 
    32064        1:?   1:lncRNA       0.782 
    32065        1:?   1:lncRNA       0.852 
    32066        1:?   1:lncRNA       0.852 
    32067        1:?   1:lncRNA       0.852 
    32068        1:?   1:lncRNA       0.863 
    32069        1:?   1:lncRNA       0.782 
    32070        1:?     2:mRNA       1 
    32071        1:?     2:mRNA       1 
    32072        1:?     2:mRNA       1 
    32073        1:?     2:mRNA       1 
    32074        1:?     2:mRNA       1 
    32075        1:?     2:mRNA       1 
    32076        1:?     2:mRNA       1 
    32077        1:?     2:mRNA       1 
    32078        1:?     2:mRNA       1 
    32079        1:?     2:mRNA       1 
    32080        1:?     2:mRNA       1 
    32081        1:?     2:mRNA       1 
    32082        1:?     2:mRNA       1 
    32083        1:?   1:lncRNA       0.782 
    32084        1:?   1:lncRNA       0.782 
    32085        1:?     2:mRNA       1 
    32086        1:?   1:lncRNA       0.863 
    32087        1:?   1:lncRNA       0.852 
    32088        1:?     2:mRNA       1 
    32089        1:?   1:lncRNA       0.852 
    32090        1:?   1:lncRNA       0.852 
    32091        1:?   1:lncRNA       0.852 
    32092        1:?   1:lncRNA       0.852 
    32093        1:?   1:lncRNA       0.863 
    32094        1:?   1:lncRNA       0.863 
    32095        1:?   1:lncRNA       0.863 
    32096        1:?     2:mRNA       0.596 
    32097        1:?     2:mRNA       0.596 
    32098        1:?     2:mRNA       0.596 
    32099        1:?   1:lncRNA       0.697 
    32100        1:?   1:lncRNA       0.852 
    32101        1:?   1:lncRNA       0.852 
    32102        1:?     2:mRNA       0.596 
    32103        1:?   1:lncRNA       0.852 
    32104        1:?     2:mRNA       0.596 
    32105        1:?   1:lncRNA       0.852 
    32106        1:?   1:lncRNA       0.852 
    32107        1:?     2:mRNA       0.596 
    32108        1:?   1:lncRNA       0.852 
    32109        1:?   1:lncRNA       0.852 
    32110        1:?     2:mRNA       0.596 
    32111        1:?   1:lncRNA       0.852 
    32112        1:?   1:lncRNA       0.852 
    32113        1:?     2:mRNA       1 
    32114        1:?   1:lncRNA       0.852 
    32115        1:?   1:lncRNA       0.782 
    32116        1:?   1:lncRNA       0.782 
    32117        1:?   1:lncRNA       0.782 
    32118        1:?   1:lncRNA       0.782 
    32119        1:?     2:mRNA       0.596 
    32120        1:?   1:lncRNA       0.825 
    32121        1:?   1:lncRNA       0.782 
    32122        1:?   1:lncRNA       0.782 
    32123        1:?   1:lncRNA       0.782 
    32124        1:?   1:lncRNA       0.852 
    32125        1:?   1:lncRNA       0.697 
    32126        1:?   1:lncRNA       0.863 
    32127        1:?     2:mRNA       0.596 
    32128        1:?     2:mRNA       0.596 
    32129        1:?     2:mRNA       0.596 
    32130        1:?   1:lncRNA       0.825 
    32131        1:?     2:mRNA       0.596 
    32132        1:?     2:mRNA       0.596 
    32133        1:?   1:lncRNA       0.825 
    32134        1:?   1:lncRNA       0.825 
    32135        1:?     2:mRNA       0.596 
    32136        1:?     2:mRNA       0.596 
    32137        1:?     2:mRNA       0.596 
    32138        1:?   1:lncRNA       0.852 
    32139        1:?   1:lncRNA       0.863 
    32140        1:?   1:lncRNA       0.852 
    32141        1:?   1:lncRNA       0.852 
    32142        1:?   1:lncRNA       0.782 
    32143        1:?   1:lncRNA       0.852 
    32144        1:?   1:lncRNA       0.852 
    32145        1:?   1:lncRNA       0.852 
    32146        1:?   1:lncRNA       0.863 
    32147        1:?   1:lncRNA       0.852 
    32148        1:?   1:lncRNA       0.852 
    32149        1:?   1:lncRNA       0.782 
    32150        1:?   1:lncRNA       0.782 
    32151        1:?   1:lncRNA       0.852 
    32152        1:?   1:lncRNA       0.852 
    32153        1:?   1:lncRNA       0.863 
    32154        1:?     2:mRNA       0.596 
    32155        1:?     2:mRNA       0.596 
    32156        1:?   1:lncRNA       0.863 
    32157        1:?   1:lncRNA       0.863 
    32158        1:?   1:lncRNA       0.863 
    32159        1:?   1:lncRNA       0.825 
    32160        1:?   1:lncRNA       0.852 
    32161        1:?     2:mRNA       0.596 
    32162        1:?   1:lncRNA       0.825 
    32163        1:?   1:lncRNA       0.825 
    32164        1:?   1:lncRNA       0.825 
    32165        1:?   1:lncRNA       0.852 
    32166        1:?     2:mRNA       1 
    32167        1:?   1:lncRNA       0.863 
    32168        1:?   1:lncRNA       0.852 
    32169        1:?   1:lncRNA       0.852 
    32170        1:?   1:lncRNA       0.852 
    32171        1:?     2:mRNA       1 
    32172        1:?   1:lncRNA       0.852 
    32173        1:?   1:lncRNA       0.863 
    32174        1:?     2:mRNA       0.596 
    32175        1:?     2:mRNA       0.596 
    32176        1:?   1:lncRNA       0.852 
    32177        1:?   1:lncRNA       0.863 
    32178        1:?   1:lncRNA       0.782 
    32179        1:?   1:lncRNA       0.852 
    32180        1:?   1:lncRNA       0.852 
    32181        1:?   1:lncRNA       0.852 
    32182        1:?   1:lncRNA       0.852 
    32183        1:?   1:lncRNA       0.863 
    32184        1:?   1:lncRNA       0.955 
    32185        1:?   1:lncRNA       0.852 
    32186        1:?     2:mRNA       0.596 
    32187        1:?     2:mRNA       1 
    32188        1:?   1:lncRNA       0.852 
    32189        1:?   1:lncRNA       0.863 
    32190        1:?   1:lncRNA       0.863 
    32191        1:?   1:lncRNA       0.852 
    32192        1:?   1:lncRNA       0.863 
    32193        1:?   1:lncRNA       0.863 
    32194        1:?   1:lncRNA       0.852 
    32195        1:?   1:lncRNA       0.863 
    32196        1:?   1:lncRNA       0.852 
    32197        1:?   1:lncRNA       0.852 
    32198        1:?   1:lncRNA       0.852 
    32199        1:?   1:lncRNA       0.852 
    32200        1:?   1:lncRNA       0.763 
    32201        1:?     2:mRNA       1 
    32202        1:?     2:mRNA       1 
    32203        1:?     2:mRNA       1 
    32204        1:?     2:mRNA       1 
    32205        1:?   1:lncRNA       0.852 
    32206        1:?   1:lncRNA       0.852 
    32207        1:?   1:lncRNA       0.782 
    32208        1:?     2:mRNA       0.596 
    32209        1:?     2:mRNA       0.596 
    32210        1:?   1:lncRNA       0.863 
    32211        1:?   1:lncRNA       0.863 
    32212        1:?   1:lncRNA       0.782 
    32213        1:?   1:lncRNA       0.782 
    32214        1:?   1:lncRNA       0.782 
    32215        1:?   1:lncRNA       0.852 
    32216        1:?     2:mRNA       0.596 
    32217        1:?     2:mRNA       0.596 
    32218        1:?     2:mRNA       0.596 
    32219        1:?   1:lncRNA       0.763 
    32220        1:?     2:mRNA       1 
    32221        1:?     2:mRNA       1 
    32222        1:?   1:lncRNA       0.852 
    32223        1:?   1:lncRNA       0.863 
    32224        1:?   1:lncRNA       0.852 
    32225        1:?   1:lncRNA       0.852 
    32226        1:?   1:lncRNA       0.782 
    32227        1:?     2:mRNA       1 
    32228        1:?   1:lncRNA       0.782 
    32229        1:?   1:lncRNA       0.782 
    32230        1:?   1:lncRNA       0.782 
    32231        1:?     2:mRNA       0.596 
    32232        1:?   1:lncRNA       0.863 
    32233        1:?   1:lncRNA       0.863 
    32234        1:?   1:lncRNA       0.852 
    32235        1:?   1:lncRNA       0.852 
    32236        1:?     2:mRNA       1 
    32237        1:?     2:mRNA       1 
    32238        1:?     2:mRNA       1 
    32239        1:?     2:mRNA       1 
    32240        1:?   1:lncRNA       0.863 
    32241        1:?   1:lncRNA       0.782 
    32242        1:?   1:lncRNA       0.863 
    32243        1:?     2:mRNA       1 
    32244        1:?   1:lncRNA       0.852 
    32245        1:?   1:lncRNA       0.852 
    32246        1:?   1:lncRNA       0.76 
    32247        1:?   1:lncRNA       0.852 
    32248        1:?   1:lncRNA       0.825 
    32249        1:?   1:lncRNA       0.782 
    32250        1:?   1:lncRNA       0.825 
    32251        1:?     2:mRNA       0.596 
    32252        1:?   1:lncRNA       0.76 
    32253        1:?     2:mRNA       1 
    32254        1:?     2:mRNA       1 
    32255        1:?     2:mRNA       1 
    32256        1:?     2:mRNA       1 
    32257        1:?     2:mRNA       1 
    32258        1:?     2:mRNA       1 
    32259        1:?   1:lncRNA       0.863 
    32260        1:?   1:lncRNA       0.863 
    32261        1:?   1:lncRNA       0.852 
    32262        1:?   1:lncRNA       0.782 
    32263        1:?   1:lncRNA       0.863 
    32264        1:?   1:lncRNA       0.852 
    32265        1:?   1:lncRNA       0.782 
    32266        1:?   1:lncRNA       0.852 
    32267        1:?   1:lncRNA       0.825 
    32268        1:?   1:lncRNA       0.782 
    32269        1:?   1:lncRNA       0.76 
    32270        1:?   1:lncRNA       0.76 
    32271        1:?     2:mRNA       1 
    32272        1:?     2:mRNA       1 
    32273        1:?     2:mRNA       1 
    32274        1:?     2:mRNA       1 
    32275        1:?     2:mRNA       0.596 
    32276        1:?   1:lncRNA       0.852 
    32277        1:?   1:lncRNA       0.782 
    32278        1:?   1:lncRNA       0.782 
    32279        1:?   1:lncRNA       0.782 
    32280        1:?   1:lncRNA       0.863 
    32281        1:?   1:lncRNA       0.863 
    32282        1:?   1:lncRNA       0.863 
    32283        1:?   1:lncRNA       0.852 
    32284        1:?   1:lncRNA       0.852 
    32285        1:?   1:lncRNA       0.852 
    32286        1:?     2:mRNA       0.596 
    32287        1:?   1:lncRNA       0.863 
    32288        1:?     2:mRNA       1 
    32289        1:?   1:lncRNA       0.763 
    32290        1:?   1:lncRNA       0.763 
    32291        1:?   1:lncRNA       0.763 
    32292        1:?     2:mRNA       1 
    32293        1:?     2:mRNA       1 
    32294        1:?     2:mRNA       1 
    32295        1:?   1:lncRNA       0.852 
    32296        1:?   1:lncRNA       0.852 
    32297        1:?   1:lncRNA       0.863 
    32298        1:?   1:lncRNA       0.863 
    32299        1:?   1:lncRNA       0.863 
    32300        1:?   1:lncRNA       0.852 
    32301        1:?   1:lncRNA       0.852 
    32302        1:?   1:lncRNA       0.863 
    32303        1:?   1:lncRNA       0.863 
    32304        1:?     2:mRNA       1 
    32305        1:?     2:mRNA       1 
    32306        1:?     2:mRNA       1 
    32307        1:?   1:lncRNA       0.863 
    32308        1:?     2:mRNA       1 
    32309        1:?     2:mRNA       1 
    32310        1:?     2:mRNA       1 
    32311        1:?     2:mRNA       1 
    32312        1:?     2:mRNA       1 
    32313        1:?   1:lncRNA       0.863 
    32314        1:?   1:lncRNA       0.863 
    32315        1:?     2:mRNA       1 
    32316        1:?   1:lncRNA       0.863 
    32317        1:?     2:mRNA       1 
    32318        1:?     2:mRNA       1 
    32319        1:?   1:lncRNA       0.852 
    32320        1:?   1:lncRNA       0.852 
    32321        1:?   1:lncRNA       0.697 
    32322        1:?   1:lncRNA       0.852 
